 3  32  1.95  1
 3  37  2.36  1
 3  42  2.61  1
12  32  2.32  1
12  37  2.33  1
12  42  2.60  1
30  32  2.29  1
30  37  2.61  1
30  42  2.68  1
 3  32  2.14  2
 3  37  2.28  2
 3  42  2.56  2
12  32  2.31  2
12  37  2.28  2
12  42  2.53  2
30  32  2.36  2
30  37  2.50  2
30  42  2.52  2
