   0.894   0.235   0.071   0.459   0.100   0.991   0.424   0.159   0.431 
   0.919   0.061   0.216   0.082   0.092   0.900   0.186   0.579   1.653 
   0.830   0.093   0.311   0.429   2.010   1.718   0.041   0.817   0.612 
   0.158   0.099   0.712   2.267   0.143   0.527   0.162   0.994   0.091 
   0.055   1.033   0.076   0.149   0.139   0.752   2.863   0.107   0.866 
   0.083   0.188   0.365   0.278   0.054 

