4.4 12
5.5 14
4.2 18
3.0 35
4.5 23
4.9 29
4.6 16
5.0 12
4.7 18
5.1 21
4.4 27
4.1 13
4.9 19
4.7 22
5.0 20
4.6 16
3.6 27
4.9 21
5.1 13
4.8 18
5.2 17
5.2 11
