1.41 1.70 1.03 0.99 1.68 1.09 1.68 1.94
1.53 2.25 1.60 3.07 1.78 0.67 1.76 1.17
1.54 0.99 0.99 1.17 1.54 1.68 1.62 0.67
0.67 1.78 2.12 1.52 1.01
